id,name,color,type,rarity
CARD.CREATIVE_AI,Creative AI,Defect,Power,Rare
CARD.DEFRAGMENT,Defragment,Defect,Power,Rare
CARD.ECHO_FORM,Echo Form,Defect,Power,Rare
CARD.FLAK_CANNON,Flak Cannon,Defect,Attack,Rare
CARD.GENETIC_ALGORITHM,Genetic Algorithm,Defect,Skill,Rare
CARD.HELIX_DRILL,Helix Drill,Defect,Attack,Rare
CARD.HYPERBEAM,Hyperbeam,Defect,Attack,Rare
CARD.ICE_LANCE,Ice Lance,Defect,Attack,Rare
CARD.IGNITION,Ignition,Defect,Skill,Rare
CARD.MACHINE_LEARNING,Machine Learning,Defect,Power,Rare
CARD.METEOR_STRIKE,Meteor Strike,Defect,Attack,Rare
CARD.MODDED,Modded,Defect,Skill,Rare
CARD.MULTI_CAST,Multi-Cast,Defect,Skill,Rare
CARD.RAINBOW,Rainbow,Defect,Skill,Rare
CARD.REBOOT,Reboot,Defect,Skill,Rare
CARD.SHATTER,Shatter,Defect,Attack,Rare
CARD.SIGNAL_BOOST,Signal Boost,Defect,Skill,Rare
CARD.SPINNER,Spinner,Defect,Power,Rare
CARD.SUPERCRITICAL,Supercritical,Defect,Skill,Rare
CARD.TRASH_TO_TREASURE,Trash to Treasure,Defect,Power,Rare
CARD.VOLTAIC,Voltaic,Defect,Skill,Rare
CARD.BIASED_COGNITION,Biased Cognition,Defect,Power,Ancient
CARD.QUADCAST,Quadcast,Defect,Skill,Ancient
CARD.HELLO_WORLD,Hello World,Defect,Power,Event
CARD.REBOUND,Rebound,Defect,Attack,Event
CARD.STACK,Stack,Defect,Skill,Event
CARD.AUTOMATION,Automation,Colorless,Power,Uncommon
CARD.BELIEVE_IN_YOU,Believe in You,Colorless,Skill,Uncommon
CARD.CATASTROPHE,Catastrophe,Colorless,Skill,Uncommon
CARD.COORDINATE,Coordinate,Colorless,Skill,Uncommon
CARD.DARK_SHACKLES,Dark Shackles,Colorless,Skill,Uncommon
CARD.DISCOVERY,Discovery,Colorless,Skill,Uncommon
CARD.DRAMATIC_ENTRANCE,Dramatic Entrance,Colorless,Attack,Uncommon
CARD.EQUILIBRIUM,Equilibrium,Colorless,Skill,Uncommon
CARD.FASTEN,Fasten,Colorless,Power,Uncommon
CARD.FINESSE,Finesse,Colorless,Skill,Uncommon
CARD.FISTICUFFS,Fisticuffs,Colorless,Attack,Uncommon
CARD.FLASH_OF_STEEL,Flash of Steel,Colorless,Attack,Uncommon
CARD.GANG_UP,Gang Up,Colorless,Attack,Uncommon
CARD.HUDDLE_UP,Huddle Up,Colorless,Skill,Uncommon
CARD.IMPATIENCE,Impatience,Colorless,Skill,Uncommon
CARD.INTERCEPT,Intercept,Colorless,Skill,Uncommon
CARD.JACK_OF_ALL_TRADES,Jack of All Trades,Colorless,Skill,Uncommon
CARD.LIFT,Lift,Colorless,Skill,Uncommon
CARD.MIND_BLAST,Mind Blast,Colorless,Attack,Uncommon
CARD.OMNISLICE,Omnislice,Colorless,Attack,Uncommon
CARD.PANACHE,Panache,Colorless,Power,Uncommon
CARD.PANIC_BUTTON,Panic Button,Colorless,Skill,Uncommon
CARD.PREP_TIME,Prep Time,Colorless,Power,Uncommon
CARD.PRODUCTION,Production,Colorless,Skill,Uncommon
CARD.PROLONG,Prolong,Colorless,Skill,Uncommon
CARD.PROWESS,Prowess,Colorless,Power,Uncommon
CARD.PURITY,Purity,Colorless,Skill,Uncommon
CARD.RESTLESSNESS,Restlessness,Colorless,Skill,Uncommon
CARD.SEEKER_STRIKE,Seeker Strike,Colorless,Attack,Uncommon
CARD.SHOCKWAVE,Shockwave,Colorless,Skill,Uncommon
CARD.SPLASH,Splash,Colorless,Skill,Uncommon
CARD.STRATAGEM,Stratagem,Colorless,Power,Uncommon
CARD.TAG_TEAM,Tag Team,Colorless,Attack,Uncommon
CARD.THE_BOMB,The Bomb,Colorless,Skill,Uncommon
CARD.THINKING_AHEAD,Thinking Ahead,Colorless,Skill,Uncommon
CARD.THRUMMING_HATCHET,Thrumming Hatchet,Colorless,Attack,Uncommon
CARD.ULTIMATE_DEFEND,Ultimate Defend,Colorless,Skill,Uncommon
CARD.ULTIMATE_STRIKE,Ultimate Strike,Colorless,Attack,Uncommon
CARD.VOLLEY,Volley,Colorless,Attack,Uncommon
CARD.ALCHEMIZE,Alchemize,Colorless,Skill,Rare
CARD.ANOINTED,Anointed,Colorless,Skill,Rare
CARD.BEACON_OF_HOPE,Beacon of Hope,Colorless,Power,Rare
CARD.BEAT_DOWN,Beat Down,Colorless,Skill,Rare
CARD.BOLAS,Bolas,Colorless,Attack,Rare
CARD.CALAMITY,Calamity,Colorless,Power,Rare
CARD.ENTROPY,Entropy,Colorless,Power,Rare
CARD.ETERNAL_ARMOR,Eternal Armor,Colorless,Power,Rare
CARD.GOLD_AXE,Gold Axe,Colorless,Attack,Rare
CARD.HAND_OF_GREED,Hand of Greed,Colorless,Attack,Rare
CARD.HIDDEN_GEM,Hidden Gem,Colorless,Skill,Rare
CARD.JACKPOT,Jackpot,Colorless,Attack,Rare
CARD.KNOCKDOWN,Knockdown,Colorless,Attack,Rare
CARD.MASTER_OF_STRATEGY,Master of Strategy,Colorless,Skill,Rare
CARD.MAYHEM,Mayhem,Colorless,Power,Rare
CARD.MIMIC,Mimic,Colorless,Skill,Rare
CARD.NOSTALGIA,Nostalgia,Colorless,Power,Rare
CARD.RALLY,Rally,Colorless,Skill,Rare
CARD.REND,Rend,Colorless,Attack,Rare
CARD.ROLLING_BOULDER,Rolling Boulder,Colorless,Power,Rare
CARD.SALVO,Salvo,Colorless,Attack,Rare
CARD.SCRAWL,Scrawl,Colorless,Skill,Rare
CARD.SECRET_TECHNIQUE,Secret Technique,Colorless,Skill,Rare
CARD.SECRET_WEAPON,Secret Weapon,Colorless,Skill,Rare
CARD.THE_GAMBIT,The Gambit,Colorless,Skill,Rare
CARD.APOTHEOSIS,Apotheosis,Colorless,Skill,Ancient
CARD.APPARITION,Apparition,Colorless,Skill,Ancient
CARD.BRIGHTEST_FLAME,Brightest Flame,Colorless,Skill,Ancient
CARD.MAUL,Maul,Colorless,Attack,Ancient
CARD.NEOWS_FURY,Neow's Fury,Colorless,Attack,Ancient
CARD.RELAX,Relax,Colorless,Skill,Ancient
CARD.WHISTLE,Whistle,Colorless,Attack,Ancient
CARD.WISH,Wish,Colorless,Skill,Ancient
CARD.BECKON,Beckon,Colorless,Status,Status
CARD.BURN,Burn,Colorless,Status,Status
CARD.DAZED,Dazed,Colorless,Status,Status
CARD.DEBRIS,Debris,Colorless,Status,Status
CARD.DISINTEGRATION,Disintegration,Colorless,Status,Status
CARD.FRANTIC_ESCAPE,Frantic Escape,Colorless,Status,Status
CARD.INFECTION,Infection,Colorless,Status,Status
CARD.MIND_ROT,Mind Rot,Colorless,Status,Status
CARD.SLIMED,Slimed,Colorless,Status,Status
CARD.SLOTH,Sloth,Colorless,Status,Status
CARD.SOOT,Soot,Colorless,Status,Status
CARD.TOXIC,Toxic,Colorless,Status,Status
CARD.VOID,Void,Colorless,Status,Status
CARD.WASTE_AWAY,Waste Away,Colorless,Status,Status
CARD.WOUND,Wound,Colorless,Status,Status
CARD.ASCENDERS_BANE,Ascender's Bane,Colorless,Curse,Curse
CARD.BAD_LUCK,Bad Luck,Colorless,Curse,Curse
CARD.CLUMSY,Clumsy,Colorless,Curse,Curse
CARD.CURSE_OF_THE_BELL,Curse of the Bell,Colorless,Curse,Curse
CARD.DEBT,Debt,Colorless,Curse,Curse
CARD.DECAY,Decay,Colorless,Curse,Curse
CARD.DOUBT,Doubt,Colorless,Curse,Curse
CARD.ENTHRALLED,Enthralled,Colorless,Curse,Curse
CARD.FOLLY,Folly,Colorless,Curse,Curse
CARD.GREED,Greed,Colorless,Curse,Curse
CARD.GUILTY,Guilty,Colorless,Curse,Curse
CARD.INJURY,Injury,Colorless,Curse,Curse
CARD.NORMALITY,Normality,Colorless,Curse,Curse
CARD.POOR_SLEEP,Poor Sleep,Colorless,Curse,Curse
CARD.REGRET,Regret,Colorless,Curse,Curse
CARD.SHAME,Shame,Colorless,Curse,Curse
CARD.SPORE_MIND,Spore Mind,Colorless,Curse,Curse
CARD.WRITHE,Writhe,Colorless,Curse,Curse
CARD.BYRDONIS_EGG,Byrdonis Egg,Colorless,Quest,Quest
CARD.LANTERN_KEY,Lantern Key,Colorless,Quest,Quest
CARD.SPOILS_MAP,Spoils Map,Colorless,Quest,Quest
CARD.FUEL,Fuel,Colorless,Skill,Token
CARD.GIANT_ROCK,Giant Rock,Colorless,Attack,Token
CARD.LUMINESCE,Luminesce,Colorless,Skill,Token
CARD.MINION_DIVE_BOMB,Minion Dive Bomb,Colorless,Attack,Token
CARD.MINION_SACRIFICE,Minion Sacrifice,Colorless,Skill,Token
CARD.MINION_STRIKE,Minion Strike,Colorless,Attack,Token
CARD.SHIV,Shiv,Colorless,Attack,Token
CARD.SOUL,Soul,Colorless,Skill,Token
CARD.SOVEREIGN_BLADE,Sovereign Blade,Colorless,Attack,Token
CARD.SWEEPING_GAZE,Sweeping Gaze,Colorless,Attack,Token
CARD.BYRD_SWOOP,Byrd Swoop,Colorless,Attack,Event
CARD.ENLIGHTENMENT,Enlightenment,Colorless,Skill,Event
CARD.EXTERMINATE,Exterminate,Colorless,Attack,Event
CARD.FEEDING_FRENZY,Feeding Frenzy,Colorless,Skill,Event
CARD.MAD_SCIENCE,Mad Science,Colorless,Skill,Event
CARD.METAMORPHOSIS,Metamorphosis,Colorless,Skill,Event
CARD.PECK,Peck,Colorless,Attack,Event
CARD.SQUASH,Squash,Colorless,Attack,Event
CARD.TORIC_TOUGHNESS,Toric Toughness,Colorless,Skill,Event
